image_path,target,gender,skin_tone,age,intersection
images/train/Real/FFHQ/face_000120_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000121_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000122_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000123_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000124_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000125_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000126_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000127_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000128_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000129_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000130_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000131_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000132_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000133_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000134_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000135_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000136_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000137_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000138_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000139_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000140_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000141_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000142_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000143_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000144_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000145_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000146_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000147_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000148_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000149_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000150_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000151_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000152_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000153_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000154_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000155_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000156_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000157_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000158_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000159_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000160_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000161_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000162_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000163_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000164_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000165_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000166_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000167_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000168_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000169_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000170_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000171_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000172_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000173_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000174_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000175_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000176_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000177_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000178_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000179_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000180_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000181_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000182_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000183_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000184_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000185_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000186_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000187_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000188_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000189_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000190_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000191_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000192_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000193_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000194_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000195_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000196_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000197_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000198_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000199_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000200_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000201_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000202_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000203_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000204_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000205_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000206_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000207_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000208_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000209_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000210_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000211_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000212_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000213_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000214_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000215_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000216_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000217_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000218_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000219_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000220_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000221_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000222_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000223_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000224_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000225_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000226_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000227_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000228_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000229_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000230_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000231_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000232_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000233_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000234_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000235_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000236_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000237_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000238_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000239_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000240_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000241_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000242_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000243_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000244_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000245_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000246_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000247_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000248_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000249_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000250_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000251_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000252_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000253_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000254_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000255_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000256_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000257_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000258_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000259_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000260_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000261_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000262_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000263_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000264_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000265_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000266_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000267_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000268_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000269_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000270_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000271_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000272_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000273_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000274_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000275_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000276_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000277_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000278_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000279_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000280_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000281_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000282_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000283_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000284_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000285_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000286_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000287_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000288_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000289_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000290_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000291_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000292_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000293_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000294_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000295_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000296_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000297_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000298_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000299_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000300_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000301_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000302_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000303_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000304_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000305_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000306_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000307_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000308_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000309_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000310_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000311_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000312_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000313_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000314_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000315_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000316_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000317_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000318_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000319_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000320_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000321_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000322_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000323_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000324_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000325_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000326_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000327_mst8_male.jpg,1,Male,8,3,5
images/train/Real/FFHQ/face_000328_mst9_female.jpg,0,Female,9,4,2
images/train/DMs/Palette/face_000329_mst10_female.jpg,1,Female,10,5,2
images/train/Real/FFHQ/face_000330_mst1_male.jpg,0,Male,1,0,3
images/train/GANs/AttGAN/face_000331_mst2_male.jpg,1,Male,2,1,3
images/train/Real/FFHQ/face_000332_mst3_female.jpg,0,Female,3,3,0
images/train/DMs/StableDiffusion1.5/face_000333_mst4_female.jpg,1,Female,4,4,1
images/train/Real/FFHQ/face_000334_mst5_male.jpg,0,Male,5,5,4
images/train/deepfakes/dfdc/face_000335_mst6_male.jpg,1,Male,6,0,4
images/train/Real/FFHQ/face_000336_mst7_female.jpg,0,Female,7,1,1
images/train/GANs/StyleGAN2/face_000337_mst8_female.jpg,1,Female,8,3,2
images/train/Real/FFHQ/face_000338_mst9_male.jpg,0,Male,9,4,5
images/train/DMs/Palette/face_000339_mst10_male.jpg,1,Male,10,5,5
images/train/Real/FFHQ/face_000340_mst1_female.jpg,0,Female,1,0,0
images/train/GANs/AttGAN/face_000341_mst2_female.jpg,1,Female,2,1,0
images/train/Real/FFHQ/face_000342_mst3_male.jpg,0,Male,3,3,3
images/train/DMs/StableDiffusion1.5/face_000343_mst4_male.jpg,1,Male,4,4,4
images/train/Real/FFHQ/face_000344_mst5_female.jpg,0,Female,5,5,1
images/train/deepfakes/dfdc/face_000345_mst6_female.jpg,1,Female,6,0,1
images/train/Real/FFHQ/face_000346_mst7_male.jpg,0,Male,7,1,4
images/train/GANs/StyleGAN2/face_000347_mst8_male.jpg,1,Male,8,3,5
